district,school,building,built,buildingType,hazard,asce,mitigationType,mitigation
Shoreline,Meridian Park Elementary,Building 600 - 600 - Orig. Bldg.,1958,W2,Low,,,
Shoreline,Meridian Park Elementary,Building 700 - Original Building,1958,W2,Low,,,
Shoreline,Meridian Park Elementary,Main Building - 100 - Addition,1996,,Missing Data,,,
Shoreline,Meridian Park Elementary,Main Building - 100 - Original Bldg.,1958,FLT,Moderate,,,
Shoreline,Meridian Park Elementary,Main Building - 200 - Addition(1960),1960,,Missing Data,,,
Shoreline,Meridian Park Elementary,Main Building - 200 - Addition(1996),1996,,Missing Data,,,
Shoreline,Meridian Park Elementary,Main Building - 200 - Original Bldg.,1958,FLT,Moderate,,,
Shoreline,Meridian Park Elementary,Main Building - 300 - Addition(1996),1996,,Missing Data,,,
Shoreline,Meridian Park Elementary,Main Building - 300 - Original Bldg.,1958,W2,Low,,,
Shoreline,Meridian Park Elementary,Main Building - 400 - Addition(1996),1996,,Missing Data,,,
Shoreline,Meridian Park Elementary,Main Building - 400 - Original Bldg.,1958,FLT,Moderate,,,
Shoreline,Meridian Park Elementary,Main Building - 500 - Addition(1996),1996,,Missing Data,,,
Shoreline,Meridian Park Elementary,Main Building - 500 - Original Bldg.,1958,FLT,Moderate,,,
Shoreline,Meridian Park Elementary,Main Building - 800 - Addition(1960),1960,,Missing Data,,,
Shoreline,Meridian Park Elementary,Main Building - 800 - Addition(1996),1996,,Missing Data,,,
Shoreline,Meridian Park Elementary,Main Building - 800 - Original Bldg.,1958,FLT,Moderate,,,
Shoreline,North City Elementary,Main Building - 1955 Original Bldg.,1955,W1,Low,,,
Shoreline,North City Elementary,Main Building - Addition (1957),1957,,Missing Data,,,
Shoreline,North City Elementary,Main Building - Addition (1986),1986,,Missing Data,,,
Shoreline,North City Elementary,Main Building - Addition (1999),1999,,Missing Data,,,
Shoreline,North City Elementary,Main Building - Covered Play,1986,,Missing Data,,,
Shoreline,North City Elementary,North Works Portable - Area 1,1990,W1,Low,,,
Shoreline,North City Elementary,South Works Portable - Area 1,1990,W1,Low,,,
Shoreline,North City Elementary,Storage Portable - Area 1,1990,W1,Low,,,
Shoreline,Parkwood Elementary,Covered Play - Covered Play(detach),2002,W2,Low,,,
Shoreline,Parkwood Elementary,Main Building - Addition (1967),1967,,Missing Data,,,
Shoreline,Parkwood Elementary,Main Building - Addition (1986),1986,,Missing Data,,,
Shoreline,Parkwood Elementary,Main Building - Addition (1996),1996,,Missing Data,,,
Shoreline,Parkwood Elementary,Main Building - Cov Play - Attached,1986,,Missing Data,,,
Shoreline,Parkwood Elementary,Main Building - Library Mezzanine,1960,S5L,Moderate,,,
Shoreline,Parkwood Elementary,Main Building - Orig. Bldg. (1960),1960,S5L,Moderate,,,
Shoreline,Parkwood Elementary,Modular Classrooms - Area 1,2009,W1,Low,,,
Shoreline,Ridgecrest Elementary,Covered Play - Covered Play,1992,W2,Low,,,
Shoreline,Ridgecrest Elementary,Main Building - Addition (1992),1992,,Missing Data,,,
Shoreline,Ridgecrest Elementary,Main Building - Orig. Bldg. (1947),1947,W2,Low to Moderate,,,
Shoreline,Ridgecrest Elementary,Modular - Area 1,2009,W1,Low,,,
Shoreline,Ridgecrest Elementary,Shorecrest High School Facility,,,,,,
Shoreline,Ridgecrest Elementary,Athletic Center - Classroom,2012,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Athletic Center - Concessions,2012,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Athletic Center - Gym,2012,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Athletic Center - Locker Rooms/Support,2012,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Athletic Center - Support/Corridors,2012,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Athletic Center - Weights/Aerobics,2012,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Field Storage - Area 1,2007,S3,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Culinary Arts/Foods,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - First Floor Admin.,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - First Floor Classrm,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - First Floor Commons,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - First Support/Corr.,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Kitchen,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Maintenance/Operatio,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Scene Shop,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Second Floor Admin.,2014,,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Second Floor Classrm,2014,,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Second Floor Library,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Second Supp./Corr.,2014,,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Tech Lab,2014,C2L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Third Floor Classrm,2014,,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Third Floor Science,2014,S5L,Low,,,
Shoreline,Ridgecrest Elementary,Main Classroom Building - Third Supp./Corr.,2014,,Low,,,
Shoreline,Ridgecrest Elementary,Performing Arts Center - Art,2013,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Performing Arts Center - Auditorium/Theater,2013,S5L,Low,,,
Shoreline,Ridgecrest Elementary,Performing Arts Center - Classroom,2013,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Performing Arts Center - Corridor,2013,RM1L,Low,,,
Shoreline,Ridgecrest Elementary,Performing Arts Center - Music,2013,S3,Low,,,
Shoreline,Shoreline Center,Building A - Auditorium,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building B - Staff Dev. Center,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building C - Conference Center,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building D - District Admin.,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building E - Community Center,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building F - Community Center,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building G - Senior Center,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building H - District Administrat,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building I - District Adminstrati,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building J - District Admin.,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building K - Maintenance,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building K - Mezzanine,2000,,Missing Data,,,
Shoreline,Shoreline Center,Building L - Vocational Training,1962,,Missing Data,,,
Shoreline,Shoreline Center,Building M - Boiler,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building N - Gymnasium,1954,,Missing Data,,,
Shoreline,Shoreline Center,Building N - Office Addition,1979,,Missing Data,,,
Shoreline,Shoreline Center,Pool - Ground Floor - Pool,1995,,Missing Data,,,
Shoreline,Shoreline Center,Pool - Upper Floor - Deck,1995,,Missing Data,,,
Shoreline,Shoreline Center,Stadium and Locker Rooms - Control/Locker Rooms,2000,,Missing Data,,,
Shoreline,Shoreline Center,Stadium and Locker Rooms - Stadium,1996,,Missing Data,,,
Shoreline,Shoreline Children's Center,Pod 1 Building - Area 1,1956,W2,Low,,,
Shoreline,Shoreline Children's Center,Pod 2 Building - Area 1,1956,W2,Low,,,
Shoreline,Shoreline Children's Center,Pod 3 Building - Area 1,1956,W2,Low,,,
Shoreline,Shoreline Children's Center,Pod 4 Building - Area 1,1956,W2,Low,,,
Shoreline,Shoreline Children's Center,Pod 5 Building - Area 1,1956,W2,Low,,,
Shoreline,Shorewood High,Main Building - Main Building,2014,,Low,,,
Snohomish,AIM High & Middle,Main Building - 1,1964,W2,Low,,,
Snohomish,AIM High & Middle,Main Building - 2,1964,W2,Low,,,
Snohomish,AIM High & Middle,Main Building - 3,1964,,Missing Data,,,
Snohomish,AIM High & Middle,Main Building - 4,1964,,Missing Data,,,
Snohomish,AIM High & Middle,Main Building - 5,1964,,Missing Data,,,
Snohomish,AIM High & Middle,Main Building - 6,1964,,Missing Data,,,
Snohomish,AIM High & Middle,Main Building - 7,1964,,Missing Data,,,
Snohomish,AIM High & Middle,Main Building - 8,1964,,Missing Data,,,
Snohomish,Cascade View Elementary,Main Building - 1,1990,RM1L,Moderate to High,,,
Snohomish,Cascade View Elementary,Main Building - 10,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 11,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 12,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 2,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 3,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 4,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 5,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 6,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 7,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 8,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Main Building - 9,1990,W2,Low,,,
Snohomish,Cascade View Elementary,Portable P001 - P001,1992,W1,Low,,,
Snohomish,Cascade View Elementary,Portable P002 - P002,1992,W1,Low,,,
Snohomish,Cascade View Elementary,Portable P003 - P003,1993,W1,Low,,,
Snohomish,Cascade View Elementary,Portable P004 - P004,1994,W1,Low,,,
Snohomish,Cascade View Elementary,Portable P005 - P005,1995,W1,Low,,,
Snohomish,Cathcart Elementary,100 Building - 4,1966,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,200 Building - 5,1966,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,300 Building - 6,1966,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,400 Building - 7,1966,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,400 Building - 8,1980,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,500 Building - 3,1980,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,600 Building - 2,1966,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,700 Building - 1,1970,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,Covered Play - 9,1988,RM1L,Moderate to High,,,
Snohomish,Cathcart Elementary,Portable P006 - P006,1985,W1,Low,,,
Snohomish,Cathcart Elementary,Portable P007 - P007,1985,W1,Low,,,
Snohomish,Cathcart Elementary,Portable P008 - P008,1997,W1,Low,,,
Snohomish,Cathcart Elementary,Portable P009 - P009,2001,W1,Low,,,
Snohomish,Cathcart Elementary,Portable P010 - P010,2001,W1,Low,,,
Snohomish,Cathcart Elementary,Portable P041 - P041,1900,W1,Low to Moderate,,,
Snohomish,Centennial Middle,Main Building - 1,1992,W2,Low,,,
Snohomish,Centennial Middle,Main Building - 10,2011,S2L,Low,,,
Snohomish,Centennial Middle,Main Building - 11,2011,S2L,Low,,,
Snohomish,Centennial Middle,Main Building - 12,2011,S2L,Low,,,
Snohomish,Centennial Middle,Main Building - 2,1992,W2,Low,,,
Snohomish,Centennial Middle,Main Building - 3,1992,W2,Low,,,
Snohomish,Centennial Middle,Main Building - 4,1992,W2,Low,,,
Snohomish,Centennial Middle,Main Building - 5,1992,W2,Low,,,
Snohomish,Centennial Middle,Main Building - 6,1992,W2,Low,,,
Snohomish,Centennial Middle,Main Building - 7,1992,W2,Low,,,
Snohomish,Centennial Middle,Main Building - 8,1992,W2,Low,,,
Snohomish,Centennial Middle,Main Building - 9,2011,RM1L,Low,,,
Snohomish,Central Elementary,ECEAP and Preschool Portable P011 - P011,1997,W1,Low,,,
Snohomish,Central Elementary,Main Building - 1,1948,W2,Moderate,,,
Snohomish,Central Elementary,Main Building - 2,1993,W2,Low,,,
Snohomish,Central Elementary,Main Building - 3,1948,W2,Moderate,,,
Snohomish,Central Elementary,Main Building - 4,1948,W2,Moderate,,,
Snohomish,Central Elementary,Main Building - 5,1993,W2,Low,,,
Snohomish,Central Elementary,Main Building - 6,1948,W2,Moderate,,,
Snohomish,Dutch Hill Elementary,Main Building - 1,1985,RM1L,Moderate to High,,,
Snohomish,Dutch Hill Elementary,Main Building - 10,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 11,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 12,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 2,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 3,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 4,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 5,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 6,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 7,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 8,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,Main Building - 9,1985,W2,Low,,,
Snohomish,Dutch Hill Elementary,PO12 - PO12,2006,W1,Low,,,
Snohomish,Dutch Hill Elementary,PO13 - PO13,1997,W1,Low,,,
Snohomish,Dutch Hill Elementary,PO14 - PO14,2005,W1,Low,,,
Snohomish,Dutch Hill Elementary,PO15 - PO15,2005,W1,Low,,,
Snohomish,Emerson Elementary,Annex - 1,1958,W2,Low to Moderate,,,
Snohomish,Emerson Elementary,Covered Play - 2,1989,RM1L,High,,,
Snohomish,Emerson Elementary,Main Building - 3,1966,W2,Low to Moderate,,,
Snohomish,Emerson Elementary,Main Building - 4,1954,W2,Low to Moderate,,,
Snohomish,Emerson Elementary,Main Building - 5,1954,W2,Low to Moderate,,,
Snohomish,Emerson Elementary,Main Building - 6,1954,W2,Low to Moderate,,,
Snohomish,Emerson Elementary,Portable P016 - P016,1997,W1,Low,,,
Snohomish,Emerson Elementary,Portable P017 - P017,1996,W1,Low,,,
Snohomish,Glacier Peak High,Concessions Building - Concessions,2008,RM1L,Low,,,
Snohomish,Glacier Peak High,Greenhouse - Greenhouse,2010,S3,Low,,,
Snohomish,Glacier Peak High,Main Building - 1,2008,S2L,Low,,,
Snohomish,Glacier Peak High,Main Building - 10,2008,S2L,Low,,,
Snohomish,Glacier Peak High,Main Building - 2,2008,S2L,Low,,,
Snohomish,Glacier Peak High,Main Building - 3,2008,S2L,Low,,,
Snohomish,Glacier Peak High,Main Building - 4,2008,RM1L,Low,,,
Snohomish,Glacier Peak High,Main Building - 5,2008,RM1L,Low,,,
Snohomish,Glacier Peak High,Main Building - 6,2008,RM1L,Low,,,
Snohomish,Glacier Peak High,Main Building - 7,2008,S2L,Low,,,
Snohomish,Glacier Peak High,Main Building - 8,2008,RM1L,Low,,,
Snohomish,Glacier Peak High,Main Building - 9,2008,RM1L,Low,,,
Snohomish,Glacier Peak High,Portable P035 - P035,2005,W1,Low,,,
Snohomish,Glacier Peak High,Portable P036 - P036,2004,W1,Low,,,
Snohomish,Glacier Peak High,Portable P037 - P037,2002,W1,Low,,,
Snohomish,Little Cedars Elementary,Academic Building - 1,2007,S2L,Low,,,
Snohomish,Little Cedars Elementary,Academic Building - 2,2007,S2L,Low,,,
Snohomish,Little Cedars Elementary,Academic Building - 3,2007,S2L,Low,,,
Snohomish,Little Cedars Elementary,Academic Building - 4,2007,S2L,Low,,,
Snohomish,Little Cedars Elementary,Academic Building - 5,2007,S2L,Low,,,
Snohomish,Little Cedars Elementary,Academic Building - 6,2007,S2L,Low,,,
Snohomish,Little Cedars Elementary,Activities Building - 7,2007,RM1L,Low,,,
Snohomish,Little Cedars Elementary,Activities Building - 8,2007,S2L,Low,,,
Snohomish,Little Cedars Elementary,Portable P018 - P018,2007,W1,Low,,,
Snohomish,Little Cedars Elementary,Portable P019 - P019,2008,W1,Low,,,
Snohomish,Little Cedars Elementary,Portable P020 - P020,2006,W1,Low,,,
Snohomish,Machias Elementary,Main Building - 1,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 10,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 11,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 12,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 2,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 3,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 4,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 5,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 6,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 7,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 8,2011,S2L,Low,,,
Snohomish,Machias Elementary,Main Building - 9,2011,S2L,Low,,,
Snohomish,Operation Center Transportation,Main Building - Operations,1993,W2,Low,,,
Snohomish,Resource and Service Center,Main Building - RSC,1992,S1L,Moderate to High,,,
Snohomish,Riverview Elementary,Main Building - 1,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 10,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 2,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 3,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 4,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 5,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 6,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 7,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 8,2011,S2L,Low,,,
Snohomish,Riverview Elementary,Main Building - 9,2011,S2L,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 1,1982,RM1L,Moderate to High,,,
Snohomish,Seattle Hill Elementary,Main Building - 10,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 11,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 12,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 2,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 3,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 4,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 5,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 6,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 7,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 8,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,Main Building - 9,1982,W2,Low,,,
Snohomish,Seattle Hill Elementary,PO42 - Main Area,1997,,Missing Data,,,
Snohomish,Seattle Hill Elementary,Portable P021 - P021,2000,W1,Low,,,
Snohomish,Seattle Hill Elementary,Portable P022 - P022,1978,W1,Low,,,
Snohomish,Seattle Hill Elementary,Portable P023 - P023,1997,W1,Low,,,
Snohomish,Seattle Hill Elementary,Portable P024 - P024,2001,W1,Low,,,
Snohomish,Seattle Hill Elementary,Portable P025 - P025,2003,W1,Low,,,
Snohomish,Seattle Hill Elementary,Portable P026 - P026,2003,W1,Low,,,
Snohomish,Seattle Hill Elementary,Restroom Portable PB01 - PB01,2004,W1,Low,,,
Snohomish,Snohomish High,A Building - 1,1939,C1L,Moderate to High,,,
Snohomish,Snohomish High,A Building - 2,1939,C1L,Moderate to High,,,
Snohomish,Snohomish High,A Building - 3,1972,C1L,Moderate,,,
Snohomish,Snohomish High,A Building - 4A,1972,C1L,Moderate,,,
Snohomish,Snohomish High,A Building - 4B,1939,C1L,Moderate to High,,,
Snohomish,Snohomish High,A Building - 5A,1972,C1L,Moderate,,,
Snohomish,Snohomish High,A Building - 5B,1939,C1L,Moderate to High,,,
Snohomish,Snohomish High,B Building - 10,2011,S2L,Low,,,
Snohomish,Snohomish High,B Building - 6A,2011,S2L,Low,,,
Snohomish,Snohomish High,B Building - 6B,2011,S2L,Low,,,
Snohomish,Snohomish High,B Building - 7,2011,S2L,Low,,,
Snohomish,Snohomish High,B Building - 8,2011,S2L,Low,,,
Snohomish,Snohomish High,B Building - 9,2011,S2L,Low,,,
Snohomish,Snohomish High,C Building - 11,1999,RM1L,Low,,,
Snohomish,Snohomish High,C Building - 12,1999,RM1L,Low,,,
Snohomish,Snohomish High,C Building - 13,1999,RM1L,Low,,,
Snohomish,Snohomish High,C Building - 14,1999,RM1L,Low,,,
Snohomish,Snohomish High,D Building - 15,2008,S2L,Low,,,
Snohomish,Snohomish High,D Building - 16,2008,S2L,Low,,,
Snohomish,Snohomish High,D Building - 17,2008,S2L,Low,,,
Snohomish,Snohomish High,D Building - 18,2008,S2L,Low,,,
Snohomish,Snohomish High,D Building - 21,2008,S2L,Low,,,
Snohomish,Snohomish High,D Building - 25,2008,S2L,Low,,,
Snohomish,Snohomish High,D Building - 28,2008,S2L,Low,,,
Snohomish,Snohomish High,D Building - 29,2008,S2L,Low,,,
Snohomish,Snohomish High,E Wing - 19,2011,S2L,Low,,,
Snohomish,Snohomish High,E Wing - 20,2011,S2L,Low,,,
Snohomish,Snohomish High,E Wing - 22,2011,S2L,Low,,,
Snohomish,Snohomish High,E Wing - 23,2011,S2L,Low,,,
Snohomish,Snohomish High,E Wing - 24,2011,S2L,Low,,,
Snohomish,Snohomish High,E Wing - 26,2011,S2L,Low,,,
Snohomish,Snohomish High,E Wing - 27,2011,S2L,Low,,,
Snohomish,Snohomish High,E Wing - 30,2011,S2L,Low,,,
Snohomish,Snohomish High,Greenhouse - Greenhouse,2008,S3,Low,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 31,2010,S2L,Low,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 32,1981,PC1,High to Very High,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 33,2010,S2L,Low,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 34,2010,S2L,Low,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 35,2010,S2L,Low,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 36,1981,PC1,High to Very High,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 37,2010,S2L,Low,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 38,1981,PC1,High to Very High,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 39,1981,PC1,High to Very High,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 40,2010,S2L,Low,,,
Snohomish,Snohomish High,Gym/Lockers/Commons/Kitchen - 41,2010,S2L,Low,,,
Snohomish,Snohomish High,Performing Arts Center - 42,2011,S2L,Low,,,
Snohomish,Snohomish High,Performing Arts Center - 43,2011,S2L,Low,,,
Snohomish,Snohomish High,Performing Arts Center - 44,2011,S2L,Low,,,
Snohomish,Snohomish High,Performing Arts Center - 45,2011,S2L,Low,,,
Snohomish,Snohomish High,Performing Arts Center - 46,2011,S2L,Low,,,
Snohomish,Snohomish High,PUB Building - PUB,1960,W1,Low,,,
Snohomish,Snohomish High,Veterans Memorial Stadium - Stadium,1986,C2L,Moderate,,,
Snohomish,Totem Falls Elementary,Main Building - 1,1991,RM1L,Moderate to High,,,
Snohomish,Totem Falls Elementary,Main Building - 10,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 11,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 12,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 2,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 3,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 4,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 5,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 6,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 7,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 8,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Main Building - 9,1991,W2,Low,,,
Snohomish,Totem Falls Elementary,Portable P027 - P027,1998,W1,Low,,,
Snohomish,Totem Falls Elementary,Portable P028 - P028,1999,W1,Low,,,
Snohomish,Totem Falls Elementary,Portable P029 - PO29,2000,W1,Low,,,
Snohomish,Totem Falls Elementary,Portable P030 - P030,2001,W1,Low,,,
Snohomish,Totem Falls Elementary,Portable P031 - P031,2004,W1,Low,,,
Snohomish,Valley View Middle,Main Building - 1,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 10,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 11,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 12,2012,RM1L,Low,,,
Snohomish,Valley View Middle,Main Building - 13,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 14,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 15,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 16,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 2,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 3,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 4,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 5,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 6,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 7,2012,RM1L,Low,,,
Snohomish,Valley View Middle,Main Building - 8,2012,S2L,Low,,,
Snohomish,Valley View Middle,Main Building - 9,2012,S2L,Low,,,
South Whidbey,Admin/Maintenance/Transportation,Bus Wash - Bus Wash,2000,S3,Moderate,No,,No
South Whidbey,Admin/Maintenance/Transportation,Fueling Station - Fueling Station,2000,S2L,Low,No,,No
South Whidbey,Admin/Maintenance/Transportation,Main Building - Admin,2000,S2L,Low,No,,No
South Whidbey,Langley Middle,A - Main Building - A Classroom,1941,W1,Moderate,Yes,Combined Retrofit,No
South Whidbey,Langley Middle,B - Library Building - B - Library,1935,W1,Moderate,Yes,Combined Retrofit,No
South Whidbey,Langley Middle,C - Auditorium Building - C - Auditorium ,1960,W1,Low to Moderate,Yes,Combined Retrofit,No
South Whidbey,Langley Middle,D - Spencer Building - D - Spencer ,1954,W1,Low to Moderate,Yes,,No
South Whidbey,Langley Middle,E - Gymnasium/Cafeteria - E - Gynasium/Cafeter,1949,C2L,Moderate to High,Yes,,No
South Whidbey,Langley Middle,F - Cooler building - Cooler Building,1962,RM1L,High,Yes,Combined Retrofit,No
South Whidbey,Langley Middle,G - Gymnasium Addition - G - Gym Addition,1995,RM1L,Moderate to High,Yes,,No
South Whidbey,Langley Middle,Greenhouse Building - Greenhouse,1989,,Missing Data,No,,No
South Whidbey,Langley Middle,H - Spencer Building Addition - Spencer Addition,1995,W1,Low,Yes,,No
South Whidbey,Langley Middle,Old Aministration Building - Old Admin Bldg ,1985,W1,Low,No,,No
South Whidbey,Langley Middle,Storage Building - Storage,1980,S2L,Moderate,No,,No
South Whidbey,Old Bayview,Main Building - Bayview,1895,W1,Moderate,No,,No
South Whidbey,South Whidbey Academy,A- Classrooms - A - Classroom,1969,S5L,Moderate to High,Yes,Combined Retrofit,No
South Whidbey,South Whidbey Academy,B - Playshed - B - Playshed,1969,S5L,High,Yes,Structural Retrofit,Yes
South Whidbey,South Whidbey Academy,C - Classrooms/Admin - C - Classrooms/Admin,1969,S5L,Moderate to High,Yes,Combined Retrofit,No
South Whidbey,South Whidbey Academy,D - WIA Office/Classrooms - WIA,1969,S5L,Moderate to High,Yes,Combined Retrofit,No
